doc_id,token_id,token,pos
d42,5,Fins,NOUN
d43,1,Optimal,ADJ
d43,2,Window,PROPN
d43,3,to,PART
d43,4,Wall,PROPN
d43,5,Ratio,PROPN
d44,1,Passive,ADJ
d44,2,solar,ADJ
d44,3,design,NOUN
d45,1,Shading,VERB
d45,2,from,ADP
d45,3,trees,NOUN
d45,4,and,CCONJ
d45,5,foliage,NOUN
d46,1,Shading,VERB
d46,2,Integral,ADJ
d46,3,with,ADP
d46,4,the,DET
d46,5,Glazing,ADJ
d47,1,Solar,ADJ
d47,2,diffusing,VERB
d47,3,fenestration,NOUN
d48,1,Storm,PROPN
d48,2,windows,NOUN
d49,1,Thermal,ADJ
d49,2,shutters,NOUN
d49,3,or,CCONJ
d49,4,movable,ADJ
d49,5,insulation,NOUN
d50,1,Thermochromic,ADJ
d50,2,Dynamic,NOUN
d50,3,Vertical,ADJ
d50,4,Fenestration,NOUN
d51,1,Use,VERB
d51,2,insulated,VERB
d51,3,glass,NOUN
d51,4,block,NOUN
d51,5,for,ADP
d51,6,light,NOUN
d51,7,without,ADP
d51,8,view,NOUN
d52,1,Vacuum,NOUN
d52,2,glazing,ADJ
d53,1,Narrow,ADJ
d53,2,floorplate,VERB
d54,1,Optimal,ADJ
d54,2,building,NOUN
d54,3,form,NOUN
d55,1,Optimal,ADJ
d55,2,building,NOUN
d55,3,orientation,NOUN
d56,1,Optimal,ADJ
d56,2,ratio,PROPN
d56,3,:,PUNCT
d56,4,south,NOUN
d56,5,glazing,ADJ
d56,6,area,NOUN
d56,7,to,PART
d56,8,floor,NOUN
d56,9,area,NOUN
d57,1,Shared,VERB
d57,2,office,NOUN
d57,3,space,NOUN
d58,1,Underground,ADJ
d58,2,or,CCONJ
d58,3,ground,NOUN
d58,4,connected,VERB
d58,5,rooms,NOUN
d59,1,High,ADJ
d59,2,efficiency,NOUN
d59,3,load,NOUN
d59,4,dock,NOUN
d59,5,doors,NOUN
d60,1,High,ADJ
d60,2,Performance,NOUN
d60,3,Air,PROPN
d60,4,Barrier,NOUN
d60,5,to,PART
d60,6,Reduce,VERB
d60,7,Infiltration,NOUN
d61,1,Optimal,ADJ
d61,2,infiltration,NOUN
d62,1,Vehicular/dock,NOUN
d62,2,doors,NOUN
d62,3,with,ADP
d62,4,low,ADJ
d62,5,infiltration,NOUN
d63,1,Vestibules,NOUN
d64,1,Aerogel,PROPN
d64,2,insulated,VERB
d64,3,walls,NOUN
d65,1,Automatic,ADJ
d65,2,doors,NOUN
d65,3,",",PUNCT
d65,4,air,NOUN
d65,5,curtains,NOUN
d65,6,",",PUNCT
d65,7,or,CCONJ
d65,8,strip,VERB
d65,9,doors,NOUN
d65,10,at,ADP
d65,11,high,ADJ
d65,12,-,PUNCT
d65,13,traffic,NOUN
d65,14,passages,NOUN
d65,15,between,ADP
d65,16,conditioned,VERB
d65,17,and,CCONJ
d65,18,unconditioned,VERB
d65,19,spaces,NOUN
d65,20,.,PUNCT
d66,1,double,ADJ
d66,2,layers,NOUN
d66,3,of,ADP
d66,4,gypsum,NOUN
d66,5,board,NOUN
d66,6,as,ADP
d66,7,a,DET
d66,8,way,NOUN
d66,9,of,ADP
d66,10,getting,VERB
d66,11,increased,VERB
d66,12,thermal,ADJ
d66,13,storage,NOUN
d66,14,capacity,NOUN
d67,1,Double,ADJ
d67,2,roof,NOUN
d68,1,Dynamic,NOUN
d68,2,Roof,NOUN
d68,3,Insulation,NOUN
d69,1,Dynamic,NOUN
d69,2,Wall,PROPN
d69,3,Insulation,NOUN
d70,1,Exterior,ADJ
d70,2,natural,ADJ
d70,3,ventilation,NOUN
d70,4,cavity,NOUN
d71,1,Exterior,ADJ
d71,2,walls,NOUN
d71,3,with,ADP
d71,4,phase,NOUN
d71,5,change,NOUN
d71,6,materials,NOUN
d72,1,Highly,ADV
d72,2,reflective,ADJ
d72,3,roof,NOUN
d72,4,and,CCONJ
d72,5,walls,NOUN
d72,6,exposed,VERB
d72,7,to,PART
d72,8,sunlight,NOUN
d73,1,High,ADJ
d73,2,-,PUNCT
d73,3,speed,NOUN
d73,4,doors,NOUN
d73,5,between,ADP
d73,6,heated/cooled,VERB
d73,7,building,NOUN
d73,8,space,NOUN
d73,9,and,CCONJ
d73,10,unconditioned,VERB
d73,11,space,NOUN
d73,12,in,ADP
d73,13,the,DET
d73,14,areas,NOUN
d73,15,with,ADP
d73,16,high,ADJ
d73,17,-,PUNCT
d73,18,traffic,NOUN
d74,1,Increase,NOUN
d74,2,Exterior,ADJ
d74,3,Wall,PROPN
d74,4,Mass,ADJ
d75,1,Increase,NOUN
d75,2,Interal,NOUN
d75,3,Wall,PROPN
d75,4,Mass,ADJ
d76,1,Increase,NOUN
d76,2,Roof,NOUN
d76,3,Mass,ADJ
d77,1,Insulating,VERB
d77,2,paints,NOUN
d78,1,Interior,PROPN
d78,2,wall,NOUN
d78,3,insulation,NOUN
d79,1,Interior,PROPN
d79,2,walls,NOUN
d79,3,with,ADP
d79,4,phase,NOUN
d79,5,change,NOUN
d79,6,materials,NOUN
d80,1,large,ADJ
d80,2,reservoirs,NOUN
d80,3,of,ADP
d80,4,water,NOUN
d80,5,for,ADP
d80,6,thermal,ADJ
d80,7,mass,ADJ
d80,8,within,ADP
d80,9,zone,NOUN
d81,1,Low,ADJ
d81,2,u,PRON
d81,3,-,PUNCT
d81,4,value,NOUN
d81,5,doors,NOUN
d82,1,Optimal,ADJ
d82,2,Below,ADV
d82,3,Grade,NOUN
d82,4,Wall,PROPN
d82,5,Insulation,NOUN
d82,6,Level,NOUN
d83,1,Optimal,ADJ
d83,2,Roof,NOUN
d83,3,Insulation,NOUN
d83,4,Level,NOUN
d84,1,Optimal,ADJ
d84,2,Slab,PROPN
d84,3,-,PUNCT
d84,4,On,ADP
d84,5,Grade,NOUN
d84,6,Wall,PROPN
d84,7,Insulation,NOUN
d84,8,Level,NOUN
d85,1,Optimal,ADJ
d85,2,Wall,PROPN
d85,3,Insulation,NOUN
d85,4,Level,NOUN
d86,1,Passsive,ADJ
d86,2,ventilated,VERB
d86,3,roof,NOUN
d86,4,deck,NOUN
d87,1,Phase,NOUN
d87,2,change,NOUN
d87,3,material,NOUN
d87,4,on,ADP
d87,5,dropped,VERB
d87,6,ceiling,NOUN
d87,7,which,PRON
d87,8,serves,VERB
d87,9,as,ADP
d87,10,a,DET
d87,11,return,VERB
d87,12,plenum,NOUN
d87,13,.,PUNCT
d88,1,Rammed,VERB
d88,2,earth,NOUN
d88,3,walls,NOUN
d89,1,Reduce,VERB
d89,2,thermal,ADJ
d89,3,bridging,VERB
d90,1,Roof,NOUN
d90,2,shading,VERB
d91,1,timber,NOUN
d91,2,as,ADP
d91,3,thermal,ADJ
d91,4,mass,ADJ
d92,1,Trombe,NOUN
d92,2,walls,NOUN
d93,1,Vacuum,NOUN
d93,2,insulated,VERB
d93,3,panel,NOUN
d93,4,walls,NOUN
d94,1,Vegetative,ADJ
d94,2,roof,NOUN
d95,1,Wall,PROPN
d95,2,shading,VERB
d96,1,LED,VERB
d96,2,exterior,ADJ
d96,3,lighting,NOUN
d97,1,Parking,NOUN
d97,2,Garage,PROPN
d97,3,Lighting,NOUN
d97,4,Control,PROPN
d98,1,Sensor,NOUN
d98,2,based,VERB
d98,3,exterior,ADJ
d98,4,lighting,NOUN
d99,1,Advanced,PROPN
d99,2,VAV,PROPN
d99,3,fan,NOUN
d99,4,powered,VERB
d99,5,box,NOUN
d99,6,control,NOUN
d100,1,Automated,ADJ
d100,2,whole,ADJ
d100,3,-,PUNCT
d100,4,building,NOUN
d100,5,diagnostics,NOUN
d101,1,Automatic,ADJ
d101,2,chilled,VERB
d101,3,water,NOUN
d101,4,supply,NOUN
d101,5,temperature,NOUN
d101,6,reset,NOUN
d102,1,Boiler,NOUN
d102,2,optimal,ADJ
d102,3,start,VERB
d102,4,control,NOUN
d103,1,Boiler,NOUN
d103,2,time,NOUN
d103,3,clock,NOUN
d104,1,Building,PROPN
d104,2,nighttime,ADV
d104,3,precooling,NOUN
d104,4,using,VERB
d104,5,ventilated,VERB
d104,6,slab,NOUN
d105,1,Building,PROPN
d105,2,nighttime,ADV
d105,3,precooling,NOUN
d105,4,using,VERB
d105,5,ventilation,NOUN
d106,1,chilled,VERB
d106,2,water,NOUN
d106,3,temperature,NOUN
d106,4,to,PART
d106,5,be,AUX
d106,6,59,NUM
d106,7,F,PROPN
d107,1,Chiller,PROPN
d107,2,optimal,ADJ
d107,3,start,VERB
d107,4,control,NOUN
d108,1,Chiller,PROPN
d108,2,time,NOUN
d108,3,clock,NOUN
d109,1,Control,PROPN
d109,2,boilers,NOUN
d109,3,and,CCONJ
d109,4,air,NOUN
d109,5,conditioner,NOUN
d109,6,to,PART
d109,7,not,PART
d109,8,operate,VERB
d109,9,at,ADP
d109,10,the,DET
d109,11,same,ADJ
d109,12,time,NOUN
d110,1,Control,PROPN
d110,2,Commissioning,VERB
d111,1,Demand,NOUN
d111,2,Reset,NOUN
d111,3,of,ADP
d111,4,Chilled,VERB
d111,5,Water,PROPN
d111,6,Differential,NOUN
d111,7,Pressure,NOUN
d111,8,Setpoint,NOUN
d112,1,Demand,NOUN
d112,2,Reset,NOUN
d112,3,of,ADP
d112,4,Duct,PROPN
d112,5,Static,NOUN
d112,6,Pressure,NOUN
d112,7,Setpoint,NOUN
d113,1,Demand,NOUN
d113,2,Reset,NOUN
d113,3,of,ADP
d113,4,Hot,PROPN
d113,5,Water,PROPN
d113,6,Differential,NOUN
d113,7,Pressure,NOUN
d113,8,Setpoint,NOUN
d114,1,Dual,ADJ
d114,2,maximum,ADJ
d114,3,VAV,PROPN
d114,4,control,NOUN
d115,1,Increased,VERB
d115,2,chilled,VERB
d115,3,water,NOUN
d115,4,delta,PROPN
d115,5,T,PROPN
d116,1,Increased,VERB
d116,2,hot,ADJ
d116,3,water,NOUN
d116,4,delta,PROPN
d116,5,T,PROPN
d117,1,Lower,ADJ
d117,2,heating,NOUN
d117,3,setpoints,NOUN
d117,4,on,ADP
d117,5,thermostats,NOUN
d118,1,Multiple,ADJ
d118,2,-,PUNCT
d118,3,zone,NOUN
d118,4,VAV,PROPN
d118,5,System,NOUN
d118,6,Ventilation,NOUN
d118,7,Optimization,NOUN
d118,8,Control,PROPN
d119,1,Optimize,VERB
d119,2,loop,NOUN
d119,3,temperature,NOUN
d119,4,on,ADP
d119,5,water,NOUN
d119,6,loop,NOUN
d119,7,heat,NOUN
d119,8,pump,NOUN
d119,9,system,NOUN
d120,1,Optimize,VERB
d120,2,multiple,ADJ
d120,3,chiller,PROPN
d120,4,sequencing,VERB
d120,5,.,PUNCT
d121,1,Optimize,VERB
d121,2,the,DET
d121,3,condenser,NOUN
d121,4,temperature,NOUN
d121,5,entering,VERB
d121,6,the,DET
d121,7,chiller,PROPN
d122,1,Optimized,VERB
d122,2,control,NOUN
d122,3,of,ADP
d122,4,compressor,NOUN
d122,5,",",PUNCT
d122,6,fan,NOUN
d122,7,and,CCONJ
d122,8,pump,NOUN
d122,9,.,PUNCT
d123,1,Outdoor,ADJ
d123,2,reset,NOUN
d123,3,for,ADP
d123,4,supply,NOUN
d123,5,hot,ADJ
d123,6,water,NOUN
d123,7,temperature,NOUN
d124,1,Raise,VERB
d124,2,cooling,NOUN
d124,3,setpoints,NOUN
d124,4,on,ADP
d124,5,thermostats,NOUN
d125,1,Ramp,VERB
d125,2,thermostat,PROPN
d125,3,setpoints,NOUN
d125,4,during,ADP
d125,5,occupany,NOUN
d126,1,Reduce,VERB
d126,2,Standby,PROPN
d126,3,Power,NOUN
d126,4,for,ADP
d126,5,HVAC,PROPN
d126,6,equipment,NOUN
d127,1,Reduce,VERB
d127,2,VAV,PROPN
d127,3,minimums,NOUN
d128,1,Shut,VERB
d128,2,off,ADP
d128,3,outdoor,ADJ
d128,4,air,NOUN
d128,5,and,CCONJ
d128,6,exhaust,NOUN
d128,7,air,NOUN
d128,8,dampers,NOUN
d128,9,during,ADP
d128,10,unoccupied,VERB
d128,11,periods,NOUN
d129,1,Supervisory,NOUN
d129,2,control,NOUN
d129,3,system,NOUN
d130,1,Supply,NOUN
d130,2,air,NOUN
d130,3,temperature,NOUN
d130,4,reset,NOUN
d131,1,System,NOUN
d131,2,optimal,ADJ
d131,3,start,VERB
d132,1,Thermostat,PROPN
d132,2,setback/setup,NOUN
d133,1,Variable,ADJ
d133,2,water,NOUN
d133,3,temperature,NOUN
d133,4,with,ADP
d133,5,constant,ADJ
d133,6,flow,NOUN
d134,1,VAV,PROPN
d134,2,control,NOUN
d134,3,to,PART
d134,4,adjust,VERB
d134,5,dampers,NOUN
d134,6,and,CCONJ
d134,7,fan,NOUN
d134,8,optimally,ADV
d135,1,Web,NOUN
d135,2,Based,VERB
d135,3,Thermostats,NOUN
d136,1,Chiller,PROPN
d136,2,using,VERB
d136,3,evaporative,ADJ
d136,4,condenser/fluid,ADJ
d136,5,cooling,NOUN
d137,1,DX,PROPN
d137,2,cooling,NOUN
d137,3,using,VERB
d137,4,evaporative,ADJ
d137,5,condenser,NOUN
d138,1,DX,PROPN
d138,2,cooling,NOUN
d138,3,using,VERB
d138,4,sprayed,VERB
d138,5,mesh,VERB
d138,6,evaporative,ADJ
d138,7,condenser,NOUN
d139,1,Free,ADJ
d139,2,convection,NOUN
d139,3,cooling,NOUN
d139,4,tower,NOUN
d139,5,(no,NOUN
d139,6,fan),NOUN
d140,1,High,ADJ
d140,2,Efficiency,NOUN
d140,3,and,CCONJ
d140,4,Variable,ADJ
d140,5,Speed,NOUN
d140,6,Chillers,NOUN
d141,1,High,ADJ
d141,2,Efficiency,NOUN
d141,3,and,CCONJ
d141,4,Variable,ADJ
d141,5,Speed,NOUN
d141,6,Packaged,VERB
d141,7,DX,PROPN
d141,8,Cooling,NOUN
d141,9,Equipment,NOUN
d142,1,High,ADJ
d142,2,Efficiency,NOUN
d142,3,Chillers,NOUN
d143,1,High,ADJ
d143,2,Efficiency,NOUN
d143,3,Packaged,VERB
d143,4,DX,PROPN
d143,5,Cooling,NOUN
d143,6,Equipment,NOUN
d144,1,High,ADJ
d144,2,Performance,NOUN
d144,3,Cooling,NOUN
d144,4,Towers,NOUN
d145,1,Large,ADJ
d145,2,condenser,NOUN
d145,3,temperature,NOUN
d145,4,delta,PROPN
d145,5,T,PROPN
d145,6,for,ADP
d145,7,cooling,NOUN
d145,8,towers,NOUN
d146,1,Magnetic,ADJ
d146,2,Cooling,NOUN
d146,3,Cycle,PROPN
d146,4,for,ADP
d146,5,all,DET
d146,6,Commercial,ADJ
d146,7,Buildings,NOUN
d147,1,Thermoelectric,ADJ
d147,2,(TE),NOUN
d147,3,devices,NOUN
d147,4,cooling,NOUN
d147,5,in,ADP
d147,6,commercial,ADJ
d148,1,Variable,ADJ
d148,2,Speed,NOUN
d148,3,Chillers,NOUN
d149,1,Variable,ADJ
d149,2,speed,NOUN
d149,3,fans,NOUN
d149,4,in,ADP
d149,5,Cooling,NOUN
d149,6,Towers,NOUN
d150,1,Variable,ADJ
d150,2,Speed,NOUN
d150,3,Packaged,VERB
d150,4,DX,PROPN
d150,5,Cooling,NOUN
d150,6,Equipment,NOUN
d151,1,Variable,ADJ
d151,2,speed,NOUN
d151,3,refrigerant,NOUN
d151,4,condenser,NOUN
d151,5,fans,NOUN
d152,1,Air,PROPN
d152,2,distribution,NOUN
d152,3,effectiveness,NOUN
d152,4,using,VERB
d152,5,supply,NOUN
d152,6,and,CCONJ
d152,7,return,VERB
d152,8,register,VERB
d152,9,location,NOUN
d153,1,Do,AUX
d153,2,not,PART
d153,3,have,VERB
d153,4,fan,NOUN
d153,5,motors,NOUN
d153,6,in,ADP
d153,7,airstream,ADJ
d154,1,Fan,NOUN
d154,2,arrays,NOUN
d155,1,High,ADJ
d155,2,Performance,NOUN
d155,3,Fans,NOUN
d156,1,High,ADJ
d156,2,Performance,NOUN
d156,3,Pumps,VERB
d157,1,High,ADJ
d157,2,Performance,NOUN
d157,3,Variable,ADJ
d157,4,Air,PROPN
d157,5,Volume,NOUN
d157,6,Boxes,NOUN
d157,7,to,PART
d157,8,Reduce,VERB
d157,9,Leakage,NOUN
d158,1,Highly,ADV
d158,2,insulated,VERB
d158,3,ducts,NOUN
d159,1,Optimal,ADJ
d159,2,water/air,NOUN
d159,3,cooling,NOUN
d159,4,coils,NOUN
d160,1,Optimal,ADJ
d160,2,water/air,NOUN
d160,3,heating,NOUN
d160,4,coils,NOUN
d161,1,Pipe,NOUN
d161,2,insulation,NOUN
d162,1,Pipe,NOUN
d162,2,insulation,NOUN
d162,3,for,ADP
d162,4,condensate,VERB
d162,5,return,VERB
d162,6,from,ADP
d162,7,coils,NOUN
d162,8,to,PART
d162,9,boiler,NOUN
d163,1,Seal,NOUN
d163,2,all,DET
d163,3,duct,NOUN
d163,4,joints,NOUN
d163,5,and,CCONJ
d163,6,seams,NOUN
d163,7,to,PART
d163,8,reduce,VERB
d163,9,leaks,VERB
d164,1,Steam,NOUN
d164,2,heat,NOUN
d164,3,coil,NOUN
d164,4,subcooling,NOUN
d164,5,and,CCONJ
d164,6,steam,NOUN
d164,7,trap,NOUN
d165,1,Use,VERB
d165,2,Relief,NOUN
d165,3,fans,NOUN
d165,4,instead,ADV
d165,5,of,ADP
d165,6,Return,VERB
d165,7,Fans,NOUN
d166,1,Variable,ADJ
d166,2,Speed,NOUN
d166,3,Fans,NOUN
d167,1,Variable,ADJ
d167,2,Speed,NOUN
d167,3,Fans,NOUN
d167,4,in,ADP
d167,5,Fan,NOUN
d167,6,Coil,PROPN
d167,7,Units,NOUN
d168,1,Variable,ADJ
d168,2,Speed,NOUN
d168,3,Pumps,VERB
d169,1,Air,PROPN
d169,2,handler,NOUN
d169,3,optimum,NOUN
d169,4,-,PUNCT
d169,5,start,VERB
d169,6,controllers,NOUN
d170,1,Occupant,ADJ
d170,2,sensors,NOUN
d170,3,for,ADP
d170,4,air,NOUN
d170,5,handling,VERB
d170,6,equipment,NOUN
d171,1,User,NOUN
d171,2,timers,NOUN
d171,3,for,ADP
d171,4,air,NOUN
d171,5,handler,NOUN
d171,6,control,NOUN
d172,1,Electronic,PROPN
d172,2,air,NOUN
d172,3,cleaners,NOUN
d173,1,High,ADJ
d173,2,Performance,NOUN
d173,3,Diffusers,NOUN
d174,1,High,ADJ
d174,2,Performance,NOUN
d174,3,Ducts,NOUN
d174,4,to,PART
d174,5,Reduce,VERB
d174,6,Static,NOUN
d174,7,Pressure,NOUN
d175,1,High,ADJ
d175,2,Performance,NOUN
d175,3,Variable,ADJ
d175,4,Air,PROPN
d175,5,Volume,NOUN
d175,6,Boxes,NOUN
d175,7,to,PART
d175,8,Reduce,VERB
d175,9,Static,NOUN
d175,10,Pressure,NOUN
d176,1,Increased,VERB
d176,2,Pipe,NOUN
d176,3,Sizing,VERB
d177,1,Large,ADJ
d177,2,refrigerant,NOUN
d177,3,lines,NOUN
d178,1,Low,ADJ
d178,2,pressure,NOUN
d178,3,drop,VERB
d178,4,air,NOUN
d178,5,filters,NOUN
d179,1,Piping,VERB
d179,2,Connectors,NOUN
d179,3,for,ADP
d179,4,Reduced,VERB
d179,5,Static,NOUN
d179,6,Pressure,NOUN
d180,1,Reduce,VERB
d180,2,face,NOUN
d180,3,velocity,NOUN
d180,4,at,ADP
d180,5,air,NOUN
d180,6,handler,NOUN
d181,1,Reduced,VERB
d181,2,Piping,VERB
d181,3,Static,NOUN
d181,4,Pressure,NOUN
d182,1,Boiler,NOUN
d182,2,heat,NOUN
d182,3,recovery,NOUN
d182,4,from,ADP
d182,5,blowdown,NOUN
d182,6,and,CCONJ
d182,7,condensate,VERB
d183,1,Boiler,NOUN
d183,2,use,VERB
d183,3,multiple,ADJ
d183,4,boilers,NOUN
d183,5,to,PART
d183,6,match,NOUN
d183,7,low,ADJ
d183,8,heat,NOUN
d183,9,load,NOUN
d183,10,conditions,NOUN
d184,1,CO2,NOUN
d184,2,based,VERB
d184,3,heat,NOUN
d184,4,pumps,VERB
d184,5,with,ADP
d184,6,combined,VERB
d184,7,expander,PROPN
d184,8,and,CCONJ
d184,9,compressor,NOUN
d185,1,Electronic,PROPN
d185,2,ignition,NOUN
d185,3,for,ADP
d185,4,gas,NOUN
d185,5,burners,NOUN
d186,1,Flue,NOUN
d186,2,heat,NOUN
d186,3,recovery,NOUN
d187,1,Gas,PROPN
d187,2,heat,NOUN
d187,3,pump,NOUN
d188,1,Gas,PROPN
d188,2,or,CCONJ
d188,3,Electric,ADJ
d188,4,chiller,PROPN
d188,5,used,VERB
d188,6,as,ADP
d188,7,central,ADJ
d188,8,plant,NOUN
d188,9,heat,NOUN
d188,10,pump,NOUN
d189,1,Heat,NOUN
d189,2,pumps,VERB
d189,3,with,ADP
d189,4,for,ADP
d189,5,low,ADJ
d189,6,temperatures,NOUN
d190,1,High,ADJ
d190,2,Efficiency,NOUN
d190,3,Boilers,NOUN
d191,1,High,ADJ
d191,2,Efficiency,NOUN
d191,3,Furnaces,NOUN
d192,1,High,ADJ
d192,2,Efficiency,NOUN
d192,3,Heat,NOUN
d192,4,Pumps,VERB
d193,1,High,ADJ
d193,2,performance,NOUN
d193,3,gas,NOUN
d193,4,burner,NOUN
d193,5,inducer,NOUN
d193,6,fan,NOUN
d194,1,Minimize,VERB
d194,2,use,VERB
d194,3,of,ADP
d194,4,defrost,ADJ
d194,5,energy,NOUN
d194,6,for,ADP
d194,7,heat,NOUN
d194,8,pumps,VERB
d195,1,Transport,PROPN
d195,2,Membrane,NOUN
d195,3,Humidifier,ADJ
d196,1,Use,VERB
d196,2,local,ADJ
d196,3,boilers,NOUN
d196,4,when,ADV
d196,5,central,ADJ
d196,6,boiler,NOUN
d196,7,plant,NOUN
d196,8,has,AUX
d196,9,low,ADJ
d196,10,loads,NOUN
d197,1,covers,VERB
d197,2,on,ADP
d197,3,swimming,VERB
d197,4,pools,NOUN
d198,1,Dry,NOUN
d198,2,-,PUNCT
d198,3,O,ADP
d198,4,-,PUNCT
d198,5,Tron,PROPN
d198,6,dehumidifiers,NOUN
d198,7,for,ADP
d198,8,pools,NOUN
d199,1,Natatorium,NOUN
d199,2,heat,NOUN
d199,3,recovery,NOUN
d200,1,Condensing,VERB
d200,2,water,NOUN
d200,3,heater,NOUN
d201,1,Demand,NOUN
d201,2,control,NOUN
d201,3,of,ADP
d201,4,service,NOUN
d201,5,water,NOUN
d201,6,recirculation,NOUN
d201,7,loop,NOUN
d202,1,Desuperheater,NOUN
d202,2,for,ADP
d202,3,service,NOUN
d202,4,water,NOUN
d203,1,Distributed,VERB
d203,2,tankless,ADJ
d203,3,water,NOUN
d203,4,heaters,NOUN
d204,1,Efficient,ADJ
d204,2,service,NOUN
d204,3,water,NOUN
d204,4,pumping,VERB
d205,1,Engine,NOUN
d205,2,driven/absorption,NOUN
d205,3,Heat,NOUN
d205,4,pump,NOUN
d205,5,water,NOUN
d205,6,heater,NOUN
d206,1,Heat,NOUN
d206,2,pump,NOUN
d206,3,water,NOUN
d206,4,heater,NOUN
d207,1,Reduce,VERB
d207,2,service,NOUN
d207,3,water,NOUN
